t,dt
0.0,8.970828488338847e-05
8.970828488338847e-05,0.0001205168311226578
0.00021022511600604627,7.786431357164491e-05
0.0002880894295776912,7.786431357164491e-05
0.0003659537431493361,7.786431357164491e-05
0.000443818056720981,7.786431357164486e-05
0.0005216823702926259,8.583777052196867e-05
0.0006075201408145945,8.583777052196867e-05
0.0006933579113365632,8.583777052196867e-05
0.0007791956818585319,0.00011038847860174678
0.0008895841604602786,0.00011038847860174688
0.0009999726390620255,0.00015726409349079264
0.0011572367325528182,0.00010802910335749156
0.0012652658359103097,0.00010802910335749156
0.0013732949392678013,0.00010802910335749156
0.0014813240426252928,0.0001528938965012158
0.0016342179391265086,0.0001528938965012158
0.0017871118356277244,0.0001528938965012158
0.0019400057321289402,0.000152893896501216
0.0020928996286301562,0.00018764445087562963
0.002280544079505786,0.00018764445087562963
0.0024681885303814155,0.00022562692781773154
0.002693815458199147,0.00023643526820098498
0.002930250726400132,0.0002890422372759031
0.003219292963676035,0.0002890422372759031
0.0035083352009519383,0.0003960177446268153
0.0039043529455787536,0.00048766470449696604
0.00439201765007572,0.0006322217117279332
0.005024239361803653,0.0008794642601795194
0.005903703621983172,0.0013720210275426246
0.007275724649525797,0.002634536604170344
0.00991026125369614,0.007723659756320694
0.017633921010016835,0.04238381009327927
0.0600177311032961,0.07676091478119206
0.13677864588448815,0.09563001992617468
0.23240866581066283,0.09563001992617465
0.3280386857368375,0.12512798101388967
0.45316666675072714,0.12512798101388967
0.5782946477646168,0.153533451064218
0.7318280988288348,0.153533451064218
0.8853615498930528,0.153533451064218
1.0388950009572708,0.19833674390806233
1.2372317448653332,0.19833674390806233
1.4355684887733955,0.21828201844848882
1.6538505072218843,0.21828201844848882
1.8721325256703731,0.2721906350887733
2.1443231607591464,0.2721906350887733
2.4165137958479197,0.2721906350887733
2.688704430936693,0.3435723125682255
3.0322767435049185,0.3476363178267041
3.3799130613316226,0.3476363178267041
3.7275493791583267,0.43453476738976526
4.162084146548092,0.43453476738976526
4.596618913937857,0.4772243158175655
5.073843229755423,0.4772243158175655
5.551067545572988,0.5976170642363181
6.148684609809306,0.6061923482995484
6.754876958108855,0.6061923482995484
7.361069306408403,0.7632892859506129
8.124358592359016,0.775372192871659
8.899730785230675,0.775372192871659
9.675102978102334,0.9793222614263382
10.654425239528672,0.9963163535907498
11.650741593119422,0.9963163535907498
12.647057946710172,1.2619832656616605
13.909041212371832,1.2856518185873895
15.194693030959222,1.2856518185873895
16.48034484954661,1.6325730024019016
18.112917851948513,1.6651832339353696
19.778101085883883,1.6651832339353696
21.443284319819252,1.978590116052839
23.42187443587209,1.978590116052839
25.40046455192493,2.343657037706677
27.744121589631607,2.343657037706677
30.087778627338285,2.778918860268586
32.86669748760687,2.7789188602685897
35.64561634787546,3.297249293008335
38.942865640883795,3.297249293008335
42.24011493389213,3.9141275225408165
46.15424245643295,3.9141275225408165
50.06836997897376,4.647665267141306
54.71603524611507,4.647665267141306
59.363700513256376,5.51899132812207
64.88269184137845,5.51899132812207
70.40168316950052,7.016684176751966
77.41836734625248,7.17364664774351
84.59201399399599,7.17364664774351
91.7656606417395,9.153210673774197
100.9188713155137,9.351936556818885
110.27080787233258,9.351936556818885
119.62274442915147,11.918268238285194
131.54101266743666,12.167843853522413
143.70885652095907,12.167843853522413
155.8767003744815,15.479992791067843
171.35669316554933,15.788111081352298
187.14480424690163,15.788111081352298
202.93291532825393,20.04076426091254
222.97367958916647,20.413908048295383
243.38758763746185,20.413908048295383
263.80149568575723,25.84249326716946
289.6439889529267,26.284691374158058
315.92868032708475,26.284691374158058
342.2133717012428,33.17076707855449
375.3841387797973,33.68206488462465
409.06620366442195,33.68206488462465
442.7482685490466,42.35900136530506
485.10726991435166,42.93370983520964
528.0409797495613,42.933709835209584
570.9746895847709,53.79283678536774
624.7675263701386,54.41763068775481
679.1851570578934,54.41763068775481
733.6027877456482,67.91508247639933
801.5178702220476,67.91508247639933
869.4329526984469,74.0998053103649
943.5327580088118,74.0998053103649
1017.6325633191767,91.77281394968747
1109.4053772688642,91.77281394968736
1201.1781912185515,99.59563430346748
1300.773825522019,99.59563430346748
1400.3694598254865,122.71129813500238
1523.0807579604889,122.71129813500238
1645.7920560954913,132.46296840116293
1778.2550244966542,132.46296840116293
1910.717992897817,162.38510117260375
2073.103094070421,162.38510117260375
2235.4881952430246,162.38510117260375
2397.8732964156284,199.06116548695627
2596.9344619025846,199.25863519911672
2796.1930971017014,199.25863519911672
2995.451732300818,242.67255981515927
3238.1242921159774,242.67255981515927
3480.7968519311366,242.67255981515927
3723.469411746296,294.55522274403165
4018.0246344903276,293.7936259996636
4311.818260489991,293.79362599966316
4605.611886489654,355.46730699340605
4961.07919348306,355.46730699340605
5316.5465004764665,355.46730699340605
5672.0138074698725,427.6876017993927
6099.701409269265,425.25492746049713
6524.956336729762,425.25492746049713
6950.2112641902595,511.61330171701593
7461.824565907275,511.61330171701593
7973.437867624291,511.613301717015
8485.051169341306,511.6133017170141
8996.66447105832,644.0617655373571
9640.726236595678,638.1656714176061
10278.891908013284,638.1656714176061
10917.05757943089,638.1656714176061
11555.223250848496,803.6264448887414
12358.849695737237,803.6264448887414
13162.476140625979,803.6264448887414
13966.10258551472,803.6264448887414
14769.729030403461,1000.8149466540399
15770.543977057501,989.2527193227706
16759.796696380272,989.2527193227688
17749.04941570304,989.2527193227688
18738.30213502581,1236.7846796566628
19975.086814682472,1236.7846796566628
21211.871494339135,1236.7846796566628
22448.656173995798,1236.7846796566628
23685.44085365246,1528.3425871244071
25213.783440776868,1507.5625264394766
26721.345967216344,1507.5625264394766
28228.90849365582,1507.5625264394766
29736.471020095298,1875.111558925597
31611.582579020895,1875.111558925597
33486.69413794649,1875.1115589256005
35361.80569687209,1875.1115589256005
37236.91725579769,2303.673158550504
39540.5904143482,2268.9008352975216
41809.49124964572,2268.9008352975216
44078.39208494324,2268.9008352975216
46347.29292024076,2811.445274927777
49158.73819516854,2811.445274927777
51970.183470096315,2811.445274927777
54781.62874502409,2811.445274927777
57593.07401995187,3439.3619639517274
61032.4359839036,3383.7604904547115
64416.19647435831,3383.760490454719
67799.95696481303,3383.760490454719
71183.71745526775,4181.625260937566
75365.34271620531,4181.625260937566
79546.96797714288,4181.625260937566
83728.59323808044,4181.625260937566
87910.21849901801,5100.201871877594
93010.4203708956,5100.201871877594
98110.6222427732,5277.290384941865
103387.91262771506,5277.290384941865
108665.20301265693,5277.290384941865
113942.4933975988,6502.609365348995
120445.10276294779,6502.609365348995
126947.71212829679,6502.609365348995
133450.32149364578,6502.609365348995
139952.93085899478,7913.19564203659
147866.12650103137,7913.19564203659
155779.32214306796,8179.114883036498
163958.43702610445,8179.114883036498
172137.55190914095,8179.114883036498
180316.66679217745,10065.552924020187
190382.21971619764,10065.552924020187
200447.77264021782,10065.552924020187
210513.325564238,10065.552924020187
220578.8784882582,12232.48155291364
232811.36004117184,12232.48155291364
245043.84159408548,12232.48155291364
257276.32314699912,12232.481552913669
269508.8046999128,14872.44228084007
284381.24698075285,14609.862191294029
298991.1091720469,14609.862191294029
313600.9713633409,14609.862191294029
328210.83355463494,17947.917353832454
346158.7509084674,17947.917353832454
364106.66826229985,17947.917353832454
382054.5856161323,17947.917353832454
400002.50296996476,21796.172256009537
421798.6752259743,21796.172256009537
443594.84748198383,21796.172256009537
465391.01973799337,21796.172256009537
487187.1919940029,26490.979742915428
513678.17173691833,26020.932075664925
539699.1038125833,26020.932075664867
565720.0358882481,26020.932075664867
591740.967963913,31966.927604820463
623707.8955687335,31966.927604820463
655674.8231735539,31966.927604820463
687641.7507783744,31966.927604820463
719608.6783831948,38834.37857964926
758443.0569628441,38834.37857964926
797277.4355424934,38834.37857964926
836111.8141221426,38834.37857964926
874946.1927017919,47233.25809544255
922179.4507972344,46405.20939771435
968584.6601949488,46405.20939771435
1014989.8695926631,46405.20939771435
1061395.0789903775,57057.708025564905
1118452.7870159424,57057.708025564905
1175510.4950415073,57057.708025564905
1232568.2030670722,57057.708025564905
1289625.911092637,69420.72280992591
1359046.633902563,69420.72280992591
1428467.356712489,69420.72280992591
1497888.0795224148,69420.72280992591
1567308.8023323407,84604.35185789806
1651913.1541902388,83169.83481428144
1735082.9890045202,83169.83481428144
1818252.8238188017,83169.83481428144
1901422.658633083,102458.89260791196
2003881.551240995,102458.89260791196
2106340.443848907,102458.89260791196
2208799.336456819,102458.89260791196
2311258.229064731,125050.17622199794
2436308.405286729,125050.17622199794
2561358.581508727,125050.17622199794
2686408.7577307248,125050.17622199794
2811458.9339527227,152990.82041682582
2964449.7543695485,150565.0053452123
3115014.759714761,150565.0053452123
3265579.765059973,150565.0053452123
3416144.7704051854,186140.59946503723
3602285.3698702226,186140.59946503723
3788425.96933526,186140.59946503723
3974566.568800297,186140.59946503723
4160707.1682653343,228455.45315297972
4389162.621418314,228455.45315297972
4617618.074571294,228455.45315297972
4846073.5277242735,228455.45315297972
5074528.980877253,281385.07955433894
5355914.060431592,277459.8394813454
5633373.899912938,277459.8394813454
5910833.739394283,277459.8394813454
6188293.578875628,345085.3206384778
6533378.899514106,345085.3206384778
6878464.220152584,345085.3206384778
7223549.540791062,345085.3206384778
7568634.8614295395,427516.89453765005
7996151.75596719,427516.8945376491
8423668.650504839,446930.87872270495
8870599.529227544,446930.87872270495
9317530.407950249,446930.87872270495
9764461.286672954,560195.6671687886
10324656.953841742,560195.6671687886
10884852.62101053,560195.6671687886
11445048.28817932,560195.6671687886
12005243.955348108,701392.890358869
12706636.845706977,694926.1991014853
13401563.044808462,694926.1991014853
14096489.243909948,694926.1991014853
14791415.443011433,879395.3930125386
15670810.836023971,879395.3930125386
16550206.22903651,879395.3930125386
17429601.62204905,879395.3930125386
18308997.015061587,1115145.2106900774
19424142.225751664,1108881.5432436392
20533023.768995304,1108881.5432436392
21641905.312238943,1339692.4234404303
22981597.735679373,1339692.4234404303
24321290.159119803,1339692.4234404303
25660982.582560234,1625493.2218172103
27286475.804377444,1625493.2218172103
28911969.026194654,1625493.2218172103
30537462.248011865,1985152.5172996782
32522614.765311543,1986988.4672445394
34509603.23255608,1986988.4672445431
36496591.699800625,2426705.792527005
38923297.49232763,2426705.792527005
41350003.284854636,2426705.792527005
43776709.07738164,3001128.091465205
46777837.168846846,3001128.091465205
49778965.26031205,3253015.8744159564
53031981.13472801,3253015.8744159564
56284997.00914396,4018377.9135547653
60303374.92269873,4018377.9135547653
64321752.836253494,4018377.913554758
68340130.74980825,5064569.4139612615
73404700.16376951,5128589.761332527
78533289.92510204,5128589.761332527
83661879.68643457,6426463.162389442
90088342.84882401,6426463.162389442
96514806.01121345,6426463.162389442
102941269.1736029,8260599.1805398315
111201868.35414273,8426105.09000738
119627973.4441501,8426105.09000738
128054078.53415748,10713676.005485207
138767754.5396427,10713676.005485207
149481430.5451279,12921005.637970865
162402436.18309876,13305266.407049358
175707702.59014812,13305266.407049358
189012968.99719748,17181242.516211867
206194211.51340935,17181242.516211867
223375454.0296212,21070289.488620043
244445743.51824126,21894452.098758012
266340195.61699927,21894452.098757982
288234647.71575725,28771165.94475937
317005813.6605166,28771165.94475937
345776979.605276,33573086.935056746
379350066.54033273,33573086.935056746
412923153.4753895,44732914.83754015
457656068.31292963,47099308.64659929
504755376.9595289,56946923.51605821
561702300.4755871,56946923.51605821
618649223.9916453,73598057.58234036
692247281.5739857,78548104.25574505
770795385.8297307,95885653.25519407
866681039.0849248,95885653.25519407
962566692.3401189,118523086.45183182
1081089778.7919507,145469258.68788815
1226559037.4798388,158464346.77647305
1385023384.256312,197559697.52790546
1582583081.7842174,217020076.15131545
1799603157.9355328,272925883.7886052
2072529041.724138,302758204.9101894
2375287246.6343274,384442152.7392483
2759729399.3735757,431162173.7062893
3190891573.079865,553436833.1076646
3744328406.1875296,628399959.8546629
4372728366.042192,816488877.776514
5189217243.8187065,940138154.457675
6129355398.2763815,1238519028.5306644
7367874426.807046,1449030682.5269327
8816905109.333979,1939290573.236683
10756195682.570662,2310988829.73254
13067184512.303202,2936871098.347109
16004055610.65031,3769693089.7997055
19773748700.450016,4890693085.552418
24664441786.002434,6418842761.644966
31083284547.6474,8530730351.362961
39614014899.01036,11492959327.988235
51106974226.9986,15715446625.831406
66822420852.83,21841070522.573242
88663491375.40324,11336508624.596756
